Quadrat,Lat,Long,Elev,MTAnn,Isoth,MnTCP,T_AR,MTWetQ,MTDQ,MTClQ,Pann,PWetP,PSeas,PWrQ,EC,pH,OrgC,NTOT,PTOT,Pav,Kav,Mg,Ca,K,Clay,Silt,Sand,Stype,Sdep,ibra
YO19,-31.7872,116.5775,282,16.7,0.5,5,27.5,10.7,21.5,10.7,532,107,81,35,15,5.4,3.88,0.108,78,4,140,0.92,2.84,0.25,2.3,2.2,95.5,4,4,Jarrah Forest
YO20,-31.8978,116.8638,209,17.1,0.5,5,28.1,11.9,22,10.9,411,80,76,33,26,8,2.39,0.142,91,6,600,5.53,14.32,1.4,2.5,3.9,93.6,5,2,Avon Wheatbelt
YO21,-31.8981,116.8621,211,17.1,0.5,5,28.1,11.9,22,10.9,412,80,76,33,9,5.4,1.31,0.072,74,2,150,0.38,0.89,0.28,3,3.8,93.2,5,2,Avon Wheatbelt
YO22,-31.9457,116.9751,223,17,0.5,5,28,11.9,22,10.8,397,77,74,34,8,6.5,1.8,0.098,120,5,260,4.58,4.38,0.58,5.2,5.9,89,4,2,Avon Wheatbelt
YO23,-31.9465,116.9734,222,17,0.5,5,28,11.9,22,10.9,397,77,74,34,8,5.8,1.6,0.098,110,4,150,1.38,2.89,0.32,21,7,72,4,3,Avon Wheatbelt
YO24,-31.8777,116.5898,358,16.2,0.49,4.8,27.1,11.2,20.9,10.2,563,113,81,37,5,5.8,2.88,0.085,45,3,81,0.54,2.96,0.16,2.4,2.2,95.3,2,3,Jarrah Forest
YO25,-32.1418,116.5411,252,16.4,0.5,5.1,26.5,11.6,22.6,10.6,597,121,83,37,10,6.3,0.84,0.045,34,2,110,0.8,2.08,0.19,1.2,4.3,94.6,4,2,Jarrah Forest
YO26,-32.1123,116.5114,249,16.4,0.5,5.2,26.4,11.6,22.7,10.7,615,125,84,37,4,5.9,0.57,0.035,23,0.2,42,0.17,0.28,0.04,1.3,2.2,96.5,4,1,Jarrah Forest
YO27,-32.1494,116.5898,284,16.2,0.5,4.9,26.7,11.4,20.8,10.4,571,115,82,37,1,5.5,0.44,0.023,14,0.2,11,0.12,0.78,0.04,0.5,0.4,99.1,1,9,Jarrah Forest
YO28,-32.1494,116.59,284,16.2,0.5,4.9,26.7,11.4,20.8,10.4,571,115,82,37,2,5.8,0.64,0.025,13,0.2,11,0.19,1.6,0.02,0.4,0.6,99,1,9,Jarrah Forest
YO30,-31.9769,116.4351,255,16.6,0.5,5.4,26.3,11.8,22.8,10.8,669,138,85,37,8,6.2,4.64,0.185,92,3,100,1.66,6.87,0.21,2.8,2.6,94.6,2,1,Jarrah Forest
YO31,-31.9911,116.4568,292,16.4,0.5,5.3,26.3,11.6,22.6,10.6,660,135,84,38,9,6.3,4.69,0.173,110,4,97,2.41,6.7,0.2,2.7,2.7,94.6,4,2,Jarrah Forest
YO32,-32.1007,116.4978,246,16.4,0.5,5.3,26.4,11.7,22.7,10.7,624,127,84,37,3,6.3,2.51,0.081,55,2,51,0.89,3.59,0.11,0.8,5.1,94.1,2,1,Jarrah Forest
YO33,-32.1827,116.5679,276,16.2,0.5,4.9,26.6,10.4,22.5,10.4,591,119,83,38,5,6.4,2.55,0.096,59,2,81,1.12,6.03,0.17,1.8,2.6,95.6,2,2,Jarrah Forest
YO34,-32.1417,116.5924,287,16.2,0.5,4.9,26.7,11.3,20.8,10.4,569,114,82,37,2,6,1.28,0.051,20,0.2,25,0.38,2.83,0.05,0.8,2.3,96.9,4,9,Jarrah Forest
YO35,-32.1862,116.3968,295,16,0.5,5.3,25.6,10.5,22.1,10.5,790,161,86,41,5,6.1,2.76,0.094,60,3,94,1.16,3.6,0.17,0.9,3.1,96,4,2,Jarrah Forest
YO36,-32.1338,116.3938,219,16.5,0.5,5.6,25.7,11,22.6,11,745,153,86,39,12,6.8,4.02,0.14,130,4,94,1.38,10.6,0.27,1.1,3.6,95.3,4,2,Jarrah Forest
YO37,-32.1295,116.3692,206,16.6,0.5,5.7,25.6,11.1,22.6,11.1,769,158,87,39,3,6.1,1.2,0.036,28,0.2,29,0.42,2.01,0.07,0.8,2.5,96.8,1,9,Jarrah Forest
YO38,-32.1296,116.3393,199,16.6,0.5,5.9,25.4,11.2,22.6,11.2,805,166,87,39,6,6,4.7,0.184,200,15,140,0.8,3.88,0.22,2.5,4.3,93.3,5,1,Jarrah Forest
YO39,-32.1289,116.3258,202,16.6,0.5,5.9,25.3,11.2,22.6,11.2,825,170,87,39,4,6.4,2.74,0.1,67,2,96,0.96,5.12,0.2,1.2,3.2,95.5,5,2,Jarrah Forest
YO40,-32.1444,116.3238,241,16.4,0.5,5.7,25.2,10.9,22.4,10.9,856,176,87,41,7,6.3,3.93,0.114,72,2,61,1.04,6.09,0.13,1.5,3.9,94.5,2,2,Jarrah Forest
YO41,-32.1493,116.303,351,15.8,0.49,5.4,24.9,10.4,21.8,10.4,946,192,86,45,9,5.7,3.48,0.132,55,2,95,1.96,3.13,0.18,0.3,4.6,95.1,4,2,Jarrah Forest
YO42,-32.3534,116.4909,282,15.8,0.51,4.7,26.2,10.2,22,10.2,682,138,85,40,2,6,1.19,0.06,56,0.2,93,0.61,1.34,0.19,2.7,5,92.3,2,2,Jarrah Forest
YO43,-32.4021,116.5301,304,15.6,0.51,4.5,26.4,10,21.8,10,654,131,84,40,6,6.1,7.69,0.273,180,8,150,2.18,9.81,0.28,0.8,2.9,96.3,2,1,Jarrah Forest
YO44,-32.4716,116.5743,359,15.2,0.51,4.1,26.5,9.6,21.4,9.6,644,128,82,41,4,6.1,3.1,0.084,52,2,62,0.54,2.58,0.12,2.2,2.8,95,2,1,Jarrah Forest
YO45,-32.4561,116.6957,342,15.4,0.51,4.2,26.7,9.7,21.7,9.7,567,113,80,40,7,6.2,5.45,0.173,160,5,110,1.21,6,0.2,1.6,2.9,95.5,2,3,Jarrah Forest
YO46,-32.4456,116.7317,348,15.5,0.51,4.2,26.8,9.7,21.8,9.7,551,109,79,40,17,5.5,9.15,0.207,130,7,180,1.98,5.39,0.39,3.3,2.1,94.7,2,1,Jarrah Forest
YO47,-32.4451,116.7275,349,15.4,0.51,4.2,26.8,9.7,21.8,9.7,553,110,79,40,4,5.5,4.08,0.121,49,3,44,0.44,1.57,0.11,1.3,1.6,97.1,2,1,Jarrah Forest
YO48,-32.4514,116.7197,345,15.4,0.51,4.2,26.8,9.7,21.8,9.7,556,110,79,40,5,6.1,3.53,0.132,80,2,100,1.27,3.22,0.24,2.2,2.8,95,4,2,Jarrah Forest
YO49,-32.565,116.6419,385,15,0.51,3.9,26.6,9.4,21.2,9.4,612,121,79,42,2,6.3,1.65,0.068,63,0.2,63,0.57,2.41,0.15,1.7,3.4,94.9,5,2,Jarrah Forest
YO50,-32.5531,116.6031,373,15,0.51,3.9,26.5,9.4,21.3,9.4,629,124,80,42,3,5.7,1.52,0.074,51,0.2,57,0.41,1.18,0.12,1.2,4.3,94.6,4,3,Jarrah Forest
YO51,-32.5264,116.5711,368,15.1,0.51,3.9,26.5,9.5,21.3,9.5,648,128,81,41,6,6.2,4.78,0.187,100,3,64,1.51,8.42,0.13,1.1,2.6,96.3,2,3,Jarrah Forest
YO52,-32.5324,116.5038,348,15.1,0.51,4,26.4,9.6,21.3,9.6,691,137,83,40,5,6.2,5.37,0.179,140,4,140,1.98,8.7,0.27,0.5,4.2,95.3,2,2,Jarrah Forest
YO53,-32.5624,116.4519,329,15.1,0.51,4,26.3,9.6,21.2,9.6,724,143,84,40,2,6.3,1.42,0.062,68,0.2,48,0.4,2.32,0.1,1.1,2.8,96,4,2,Jarrah Forest
YO54,-32.5919,116.5151,345,15,0.51,3.9,26.5,9.5,21.2,9.5,674,133,82,40,6,6.4,4.89,0.174,160,5,150,1.98,11.42,0.28,2.5,4.2,93.3,4,2,Jarrah Forest
YO55,-32.5644,116.5126,327,15.2,0.51,4,26.5,9.7,21.3,9.7,671,133,83,40,3,6.1,1.75,0.088,84,2,110,0.7,4.71,0.2,3,5.9,91.1,5,2,Jarrah Forest
YO56,-32.1655,116.5505,267,16.2,0.5,5,26.5,10.5,22.5,10.5,599,121,83,38,5,6.1,2.11,0.11,85,3,220,1.08,5.25,0.41,3.2,4.7,92.1,5,4,Jarrah Forest
YO57,-32.1417,116.5924,287,16.2,0.5,4.9,26.7,11.3,20.8,10.4,569,114,82,37,3,5.7,1.08,0.047,31,2,28,0.28,2.09,0.08,0.7,2.7,96.7,1,9,Jarrah Forest
